"300.00000,-1.69165"
"530.00000,64.22886"
"532.00000,78.96797"
"534.00000,65.77711"
"536.00000,57.09219"
"538.00000,73.25146"
"540.00000,71.94460"
"542.00000,68.13147"
"544.00000,73.35568"
"546.00000,77.43893"
"548.00000,78.95271"
"550.00000,61.02734"
"552.00000,38.47770"
"554.00000,45.67985"
"556.00000,85.44173"
"558.00000,96.57446"
"560.00000,97.71652"
"562.00000,111.28246"
"564.00000,126.43449"
"566.00000,132.63774"
"568.00000,149.19209"
"570.00000,182.04869"
"572.00000,215.96324"
"574.00000,239.72472"
"576.00000,274.15390"
"578.00000,303.83630"
"580.00000,341.18497"
"582.00000,400.98755"
"584.00000,446.16998"
"586.00000,482.86206"
"588.00000,537.39966"
"590.00000,620.97510"
"592.00000,716.31787"
"594.00000,799.41809"
"596.00000,881.16455"
"598.00000,954.45129"
"600.00000,1011.83673"
"602.00000,1081.61975"
"604.00000,1155.43225"
"606.00000,1205.84448"
"608.00000,1226.64282"
"610.00000,1234.47412"
"612.00000,1226.02588"
"614.00000,1197.71265"
"616.00000,1156.84155"
"618.00000,1101.54443"
"620.00000,1010.80743"
"622.00000,898.31708"
"624.00000,778.17401"
"626.00000,659.35022"
"628.00000,550.89764"
"630.00000,461.80887"
"632.00000,392.61215"
"634.00000,332.65741"
"636.00000,287.64047"
"638.00000,283.41925"
"640.00000,286.02472"
"642.00000,272.31870"
"644.00000,244.80342"
"646.00000,219.81659"
"648.00000,208.72809"
"650.00000,189.32021"
"652.00000,152.48131"
"654.00000,117.08630"
"656.00000,110.56329"
"658.00000,135.23474"
"660.00000,146.21245"
"662.00000,145.75478"
"664.00000,172.94704"
"666.00000,196.59052"
"668.00000,273.52261"
"670.00000,381.58542"
"672.00000,464.70950"
"674.00000,574.75684"
"676.00000,850.78430"
"678.00000,1348.18445"
"680.00000,2040.85950"
"682.00000,2793.37354"
"684.00000,3303.52734"
"686.00000,3323.26904"
"688.00000,2850.99634"
"690.00000,2133.12402"
"692.00000,1494.90442"
"694.00000,1067.61108"
"696.00000,806.51190"
"698.00000,668.79846"
"700.00000,639.38385"
"702.00000,624.32574"
"704.00000,604.05212"
"706.00000,581.61499"
"708.00000,549.48340"
"710.00000,499.43964"
"712.00000,449.67990"
"714.00000,396.96185"
"716.00000,353.98242"
"718.00000,342.26083"
"720.00000,347.24548"
"722.00000,388.01956"
"724.00000,427.63962"
"726.00000,459.41144"
"728.00000,559.47894"
"730.00000,714.63342"
"732.00000,933.99518"
"734.00000,1280.21558"
"736.00000,1768.98682"
"738.00000,2239.44531"
"740.00000,2485.85522"
"742.00000,2373.92554"
"744.00000,1963.45740"
"746.00000,1480.96997"
"748.00000,1059.05688"
"750.00000,820.75739"
"752.00000,712.93628"
"754.00000,602.35345"
"756.00000,537.34088"
"758.00000,515.24408"
"760.00000,506.12598"
"762.00000,510.65317"
"764.00000,570.31470"
"766.00000,705.95123"
"768.00000,908.61298"
"770.00000,1203.81738"
"772.00000,1590.30078"
"774.00000,1932.69946"
"776.00000,2110.07568"
"778.00000,2004.89001"
"780.00000,1646.81995"
"782.00000,1237.83154"
"784.00000,891.71973"
"786.00000,689.12103"
"788.00000,584.70032"
"790.00000,493.83521"
"792.00000,451.81107"
"794.00000,425.03156"
"796.00000,378.23868"
"798.00000,322.27707"
"800.00000,296.78714"
"802.00000,295.10522"
"804.00000,253.17802"
"806.00000,232.10826"
"808.00000,270.31775"
"810.00000,220.15240"
"812.00000,322.54736"
"814.00000,447.78650"
"816.00000,465.48828"
"818.00000,516.71625"
"820.00000,476.20401"
"822.00000,391.48251"
"824.00000,305.41803"
"826.00000,219.48633"
"828.00000,192.09334"
"830.00000,187.61243"
"832.00000,163.43384"
"834.00000,129.80536"
"836.00000,124.60300"
"838.00000,125.44646"
"840.00000,115.19888"
"842.00000,97.60605"
"844.00000,94.34058"
"846.00000,106.62776"
"848.00000,42.06050"
"850.00000,67.85857"
"852.00000,164.85826"
"854.00000,87.66038"
"856.00000,66.75475"
"858.00000,74.23724"
"860.00000,68.73157"
"862.00000,76.42681"
"864.00000,75.44363"
"866.00000,75.28284"
"868.00000,71.13785"
"870.00000,70.96407"
"872.00000,81.57745"
"874.00000,49.35354"
"876.00000,38.13940"
"878.00000,72.70659"
"880.00000,91.66954"
"882.00000,47.40372"
"884.00000,28.85817"
"886.00000,49.41171"
"888.00000,65.55855"
"890.00000,58.06648"
"892.00000,60.55376"
"894.00000,120.11897"
"896.00000,118.24835"
"898.00000,34.76560"
"900.00000,92.02525"
"902.00000,50.92253"
"904.00000,39.31697"
"906.00000,89.45722"
"908.00000,34.17700"
"910.00000,110.81358"
"912.00000,124.57247"
"914.00000,85.29130"
"916.00000,106.33240"
"918.00000,59.04211"
"920.00000,49.18018"
"922.00000,85.32722"
"924.00000,95.84052"
"926.00000,64.70474"
"928.00000,76.94019"
"930.00000,106.75988"
"932.00000,99.85690"
"934.00000,66.40792"
"936.00000,68.84502"
"938.00000,69.33557"
"940.00000,58.51713"
"942.00000,60.02017"
"944.00000,86.75811"
"946.00000,111.28756"
"948.00000,105.27448"
"950.00000,138.43889"
"952.00000,230.22636"
"954.00000,257.48175"
"956.00000,246.99095"
"958.00000,281.70361"
"960.00000,287.68478"
"962.00000,181.49873"
"964.00000,171.94838"
"966.00000,121.05705"
"968.00000,83.88782"
"970.00000,134.84663"
"972.00000,110.65694"
"974.00000,99.47902"
"976.00000,155.92348"
"978.00000,208.43654"
"980.00000,195.88718"
"982.00000,218.30492"
"984.00000,193.11766"
"986.00000,149.49225"
"988.00000,126.58764"
"990.00000,83.56982"
"992.00000,204.98721"
"994.00000,309.72165"
"996.00000,357.21536"
"998.00000,490.84708"
"1000.00000,571.45001"
"1002.00000,627.43079"
"1004.00000,596.17572"
"1006.00000,450.05917"
"1008.00000,328.53799"
"1010.00000,262.48041"
"1012.00000,237.81439"
"1014.00000,221.63374"
"1016.00000,200.06456"
"1018.00000,198.00177"
"1020.00000,164.55258"
"1022.00000,160.27487"
"1024.00000,217.79826"
"1026.00000,246.38812"
"1028.00000,269.54071"
"1030.00000,258.17404"
"1032.00000,233.94894"
"1034.00000,237.77710"
"1036.00000,204.63336"
"1038.00000,148.54886"
"1040.00000,126.71406"
"1042.00000,131.82953"
"1044.00000,102.24753"
"1046.00000,97.31412"
"1048.00000,84.01940"
"1050.00000,73.31698"
"1052.00000,96.91020"
"1054.00000,82.29311"
"1056.00000,67.75727"
"1058.00000,64.35363"
"1060.00000,92.56028"
"1062.00000,158.31758"
"1064.00000,102.16886"
"1066.00000,144.19279"
"1068.00000,185.96251"
"1070.00000,55.63247"
"1072.00000,139.10231"
"1074.00000,221.71402"
"1076.00000,267.71252"
"1078.00000,367.16354"
"1080.00000,473.22183"
"1082.00000,532.53894"
"1084.00000,577.57825"
"1086.00000,552.21899"
"1088.00000,433.51059"
"1090.00000,392.55130"
"1092.00000,329.87360"
"1094.00000,240.68289"
"1096.00000,187.14041"
"1098.00000,173.15730"
"1100.00000,180.45543"
"1102.00000,215.90863"
"1104.00000,207.49365"
"1106.00000,144.44026"
"1108.00000,175.16461"
"1110.00000,118.96550"
"1112.00000,87.51845"
"1114.00000,147.57265"
"1116.00000,119.67277"
"1118.00000,55.73999"
"1120.00000,57.49617"
"1122.00000,90.52845"
"1124.00000,87.07529"
"1126.00000,108.62626"
"1128.00000,143.05611"
"1130.00000,103.71825"
"1132.00000,55.78616"
"1134.00000,125.99583"
"1136.00000,103.68202"
"1138.00000,100.96265"
"1140.00000,167.26927"
"1142.00000,175.84801"
"1144.00000,78.09402"
"1146.00000,111.88984"
"1148.00000,130.78056"
"1150.00000,70.30194"
"1152.00000,126.02819"
"1154.00000,180.45967"
"1156.00000,180.62193"
"1158.00000,140.36530"
"1160.00000,105.40098"
"1162.00000,118.45214"
"1164.00000,132.99594"
"1166.00000,130.73686"
"1168.00000,119.60554"
"1170.00000,120.27563"
"1172.00000,166.49794"
"1174.00000,186.14995"
"1176.00000,216.41241"
"1178.00000,312.98700"
"1180.00000,404.92218"
"1182.00000,519.89783"
"1184.00000,584.31726"
"1186.00000,608.18054"
"1188.00000,682.40601"
"1190.00000,713.93274"
"1192.00000,717.56940"
"1194.00000,794.56146"
"1196.00000,934.46136"
"1198.00000,998.28168"
"1200.00000,1140.70923"
"1202.00000,1268.06311"
"1204.00000,1358.27283"
"1206.00000,1541.70972"
"1208.00000,1729.68945"
"1210.00000,1919.14844"
"1212.00000,2080.26880"
"1214.00000,2097.22046"
"1216.00000,1872.00916"
"1218.00000,1544.55676"
"1220.00000,1196.15991"
"1222.00000,905.31738"
"1224.00000,732.94336"
"1226.00000,593.08942"
"1228.00000,486.85760"
"1230.00000,417.52252"
"1232.00000,373.30295"
"1234.00000,349.13913"
"1236.00000,318.47437"
"1238.00000,283.07956"
"1240.00000,267.60849"
"1242.00000,257.14700"
"1244.00000,179.82413"
"1246.00000,166.14723"
"1248.00000,206.66920"
"1250.00000,197.45842"
"1252.00000,146.20712"
"1254.00000,152.55412"
"1256.00000,189.17279"
"1258.00000,193.17345"
"1260.00000,182.43246"
"1262.00000,245.34256"
"1264.00000,334.85968"
"1266.00000,387.60962"
"1268.00000,424.95633"
"1270.00000,520.30731"
"1272.00000,640.98743"
"1274.00000,877.73199"
"1276.00000,1249.10559"
"1278.00000,1622.71069"
"1280.00000,1885.57153"
"1282.00000,2131.96069"
"1284.00000,2330.50366"
"1286.00000,2432.69849"
"1288.00000,2527.26099"
"1290.00000,2630.43164"
"1292.00000,2581.78149"
"1294.00000,2345.20410"
"1296.00000,2020.15417"
"1298.00000,1627.74512"
"1300.00000,1308.18762"
"1302.00000,1096.76599"
"1304.00000,919.34601"
"1306.00000,717.34882"
"1308.00000,543.05518"
"1310.00000,483.69376"
"1312.00000,475.43036"
"1314.00000,437.03210"
"1316.00000,472.79236"
"1318.00000,421.23279"
"1320.00000,409.97726"
"1322.00000,483.03427"
"1324.00000,457.48792"
"1326.00000,642.04065"
"1328.00000,823.18420"
"1330.00000,1051.34814"
"1332.00000,1501.69263"
"1334.00000,1822.31396"
"1336.00000,2271.80786"
"1338.00000,2608.84937"
"1340.00000,2554.08252"
"1342.00000,2325.89111"
"1344.00000,2074.09180"
"1346.00000,1702.41895"
"1348.00000,1335.25427"
"1350.00000,1136.86401"
"1352.00000,901.31757"
"1354.00000,734.53656"
"1356.00000,690.23999"
"1358.00000,706.96039"
"1360.00000,703.78491"
"1362.00000,647.95740"
"1364.00000,620.25952"
"1366.00000,584.37396"
"1368.00000,485.26547"
"1370.00000,444.06317"
"1372.00000,416.55499"
"1374.00000,339.49323"
"1376.00000,259.91592"
"1378.00000,270.20358"
"1380.00000,286.68872"
"1382.00000,250.38464"
"1384.00000,238.11537"
"1386.00000,313.34518"
"1388.00000,361.84509"
"1390.00000,340.48227"
"1392.00000,325.71521"
"1394.00000,327.57809"
"1396.00000,263.68536"
"1398.00000,188.78864"
"1400.00000,147.41457"
"1402.00000,166.07800"
"1404.00000,198.64317"
"1406.00000,143.28059"
"1408.00000,120.30547"
"1410.00000,123.04762"
"1412.00000,116.95668"
"1414.00000,122.67176"
"1416.00000,96.12660"
"1418.00000,105.05968"
"1420.00000,117.01069"
"1422.00000,82.80457"
"1424.00000,93.24371"
"1426.00000,126.35330"
"1428.00000,128.99371"
"1430.00000,106.82350"
"1432.00000,122.83206"
"1434.00000,191.09364"
"1436.00000,197.01167"
"1438.00000,195.10608"
"1440.00000,295.00577"
"1442.00000,409.58649"
"1444.00000,429.48703"
"1446.00000,458.34198"
"1448.00000,463.87982"
"1450.00000,324.02444"
"1452.00000,300.43939"
"1454.00000,309.53879"
"1456.00000,294.37225"
"1458.00000,283.04706"
"1460.00000,243.86357"
"1462.00000,194.68683"
"1464.00000,162.84404"
"1466.00000,151.88509"
"1468.00000,155.11172"
"1470.00000,180.56732"
"1472.00000,155.23061"
"1474.00000,120.48872"
"1476.00000,126.87068"
"1478.00000,124.93981"
"1480.00000,205.81480"
"1482.00000,165.35564"
"1484.00000,85.46017"
"1486.00000,204.77391"
"1488.00000,148.48552"
"1490.00000,111.93748"
"1492.00000,119.57462"
"1494.00000,102.82036"
"1496.00000,187.69427"
"1498.00000,204.30241"
"1500.00000,244.39497"
"1502.00000,312.73376"
"1504.00000,337.99948"
"1506.00000,523.76593"
"1508.00000,486.16318"
"1510.00000,382.95093"
"1512.00000,488.63806"
"1514.00000,564.68201"
"1516.00000,687.40710"
"1518.00000,875.75317"
"1520.00000,1171.24963"
"1522.00000,1585.75037"
"1524.00000,1964.08630"
"1526.00000,2529.84937"
"1528.00000,3232.20435"
"1530.00000,4015.45215"
"1532.00000,5090.51855"
"1534.00000,6264.43799"
"1536.00000,7323.76660"
"1538.00000,7776.84424"
"1540.00000,7240.97754"
"1542.00000,6170.39307"
"1544.00000,4929.60791"
"1546.00000,3881.79419"
"1548.00000,3184.45947"
"1550.00000,2697.36157"
"1552.00000,2402.79370"
"1554.00000,2136.12085"
"1556.00000,1863.76672"
"1558.00000,1675.61182"
"1560.00000,1513.83862"
"1562.00000,1383.06824"
"1564.00000,1225.23950"
"1566.00000,1103.20129"
"1568.00000,1134.35156"
"1570.00000,964.58026"
"1572.00000,857.70044"
"1574.00000,876.80164"
"1576.00000,786.85803"
"1578.00000,704.89581"
"1580.00000,653.21320"
"1582.00000,588.89191"
"1584.00000,502.05579"
"1586.00000,431.48538"
"1588.00000,367.58478"
"1590.00000,297.22690"
"1592.00000,272.57321"
"1594.00000,296.60809"
"1596.00000,241.03963"
"1598.00000,262.17233"
"1600.00000,213.39995"
"1602.00000,110.29343"
"1604.00000,234.01762"
"1606.00000,205.82164"
"1608.00000,157.81418"
"1610.00000,165.38007"
"1612.00000,129.51505"
"1614.00000,139.21069"
"1616.00000,152.22472"
"1618.00000,139.01895"
"1620.00000,123.53949"
"1622.00000,118.56566"
"1624.00000,68.19703"
"1626.00000,93.98685"
"1628.00000,138.96733"
"1630.00000,86.99295"
"1632.00000,84.38386"
"1634.00000,116.19530"
"1636.00000,93.51501"
"1638.00000,56.51277"
"1640.00000,105.51348"
"1642.00000,79.37299"
"1644.00000,100.00175"
"1646.00000,125.75505"
"1648.00000,62.36252"
"1650.00000,93.63911"
"1652.00000,110.99522"
"1654.00000,69.97307"
"1656.00000,54.95907"
"1658.00000,122.02773"
"1660.00000,150.04216"
"1662.00000,175.64973"
"1664.00000,183.04504"
"1666.00000,133.50168"
"1668.00000,117.81815"
"1670.00000,165.71825"
"1672.00000,150.04008"
"1674.00000,83.08590"
"1676.00000,125.81187"
"1678.00000,170.89003"
"1680.00000,142.16434"
"1682.00000,109.54575"
"1684.00000,119.31486"
"1686.00000,74.64178"
"1688.00000,78.21052"
"1690.00000,117.43259"
"1692.00000,124.77344"
"1694.00000,107.51437"
"1696.00000,123.72073"
"1698.00000,104.29398"
"1700.00000,109.28652"
"1702.00000,166.94746"
"1704.00000,115.69263"
"1706.00000,115.46491"
"1708.00000,114.26273"
"1710.00000,95.22716"
"1712.00000,135.86302"
"1714.00000,75.18281"
"1716.00000,49.13993"
"1718.00000,93.06102"
"1720.00000,115.60645"
"1722.00000,110.39771"
"1724.00000,114.70753"
"1726.00000,120.67496"
"1728.00000,124.45493"
"1730.00000,139.04211"
"1732.00000,134.79610"
"1734.00000,91.51661"
"1736.00000,117.49645"
"1738.00000,195.97081"
"1740.00000,111.53971"
"1742.00000,99.23305"
"1744.00000,113.30329"
"1746.00000,105.22639"
"1748.00000,149.07388"
"1750.00000,151.50746"
"1752.00000,163.56409"
"1754.00000,143.73753"
"1756.00000,97.83012"
"1758.00000,162.75873"
"1760.00000,144.97223"
"1762.00000,122.84731"
"1764.00000,153.68030"
"1766.00000,133.88890"
"1768.00000,87.34467"
"1770.00000,178.89078"
"1772.00000,198.36026"
"1774.00000,54.27899"
"1776.00000,96.43895"
"1778.00000,123.78500"
"1780.00000,138.01027"
"1782.00000,173.00749"
"1784.00000,161.60063"
"1786.00000,117.76744"
"1788.00000,132.12614"
"1790.00000,135.88905"
"1792.00000,122.93832"
"1794.00000,219.96526"
"1796.00000,163.51430"
"1798.00000,97.12350"
"1800.00000,109.99922"
"1802.00000,99.33686"
"1804.00000,133.05920"
"1806.00000,161.33302"
"1808.00000,146.43732"
"1810.00000,148.78944"
"1812.00000,219.63799"
"1814.00000,166.40022"
"1816.00000,102.55398"
"1818.00000,109.71393"
"1820.00000,123.95303"
"1822.00000,155.99901"
"1824.00000,146.86574"
"1826.00000,136.95236"
"1828.00000,159.18718"
"1830.00000,151.03085"
"1832.00000,134.77341"
"1834.00000,129.63100"
"1836.00000,120.96124"
"1838.00000,95.16337"
"1840.00000,87.03166"
"1842.00000,123.51936"
"1844.00000,105.36323"
"1846.00000,48.59777"
"1848.00000,106.19325"
"1850.00000,102.46776"
"1852.00000,86.70142"
"1854.00000,77.86256"
"1856.00000,67.32761"
"1858.00000,173.99023"
"1860.00000,124.01962"
"1862.00000,103.54169"
"1864.00000,195.00095"
"1866.00000,105.94518"
"1868.00000,150.53131"
"1870.00000,154.79337"
"1872.00000,86.32301"
"1874.00000,130.10446"
"1876.00000,189.00945"
"1878.00000,142.37793"
"1880.00000,154.94029"
"1882.00000,237.84264"
"1884.00000,149.39491"
"1886.00000,92.86495"
"1888.00000,166.41191"
"1890.00000,224.09430"
"1892.00000,166.35390"
"1894.00000,184.20798"
"1896.00000,212.75058"
"1898.00000,157.60745"
"1900.00000,120.62213"
"1902.00000,231.62395"
"1904.00000,203.66661"
"1906.00000,148.57367"
"1908.00000,159.36652"
"1910.00000,169.50650"
"1912.00000,159.43239"
"1914.00000,144.92104"
"1916.00000,117.72254"
"1918.00000,112.77610"
"1920.00000,154.14638"
"1922.00000,110.07050"
"1924.00000,235.31288"
"1926.00000,291.49454"
"1928.00000,97.57877"
"1930.00000,225.42972"
"1932.00000,149.21509"
"1934.00000,106.47498"
"1936.00000,224.61710"
"1938.00000,124.25164"
"1940.00000,204.08073"
"1942.00000,236.48653"
"1944.00000,164.35359"
"1946.00000,146.90906"
"1948.00000,112.07244"
"1950.00000,138.92647"
"1952.00000,203.26045"
"1954.00000,222.01627"
"1956.00000,202.48102"
"1958.00000,257.93781"
"1960.00000,230.34647"
"1962.00000,155.07936"
"1964.00000,165.55109"
"1966.00000,177.12727"
"1968.00000,175.37909"
"1970.00000,212.09886"
"1972.00000,256.25931"
"1974.00000,236.54700"
"1976.00000,240.86388"
"1978.00000,179.09738"
"1980.00000,115.06725"
"1982.00000,148.87794"
"1984.00000,170.14395"
"1986.00000,139.62331"
"1988.00000,109.11697"
"1990.00000,119.77029"
"1992.00000,140.05937"
"1994.00000,112.09224"
"1996.00000,85.46306"
"1998.00000,88.48743"
"2000.00000,53.47422"
"2002.00000,44.30577"
"2004.00000,25.53825"
"2006.00000,27.24371"
"2008.00000,46.00536"
"2010.00000,82.48218"
"2012.00000,90.14278"
"2014.00000,91.93293"
"2016.00000,138.33556"
"2018.00000,155.98009"
"2020.00000,177.72624"
"2022.00000,191.21751"
"2024.00000,166.17059"
"2026.00000,147.80988"
"2028.00000,176.05412"
"2030.00000,186.01610"
"2032.00000,151.59509"
"2034.00000,134.15102"
"2036.00000,135.36897"
"2038.00000,111.74644"
"2040.00000,76.18092"
"2042.00000,63.06107"
"2044.00000,56.22886"
"2046.00000,97.18894"
"2048.00000,123.57520"
"2050.00000,95.62894"
"2052.00000,77.76973"
"2054.00000,70.67188"
"2056.00000,74.04968"
"2058.00000,99.57501"
"2060.00000,127.40618"
"2062.00000,95.08843"
"2064.00000,93.93137"
"2066.00000,104.13216"
"2068.00000,86.96246"
"2070.00000,111.53407"
"2072.00000,142.80211"
"2074.00000,106.54693"
"2076.00000,69.31814"
"2078.00000,117.33009"
"2080.00000,69.35440"
"2082.00000,57.97937"
"2084.00000,99.59413"
"2086.00000,89.41661"
"2088.00000,52.38297"
"2090.00000,44.30179"
"2092.00000,54.03722"
"2094.00000,60.64463"
"2096.00000,77.80527"
"2098.00000,110.27480"
"2100.00000,162.78258"
"2102.00000,150.46982"
"2104.00000,75.69444"
"2106.00000,152.50229"
"2108.00000,142.33273"
"2110.00000,72.95274"
"2112.00000,100.62700"
"2114.00000,154.72469"
"2116.00000,88.02267"
"2118.00000,57.31689"
"2120.00000,86.11797"
"2122.00000,45.26205"
"2124.00000,58.60473"
"2126.00000,69.05302"
"2128.00000,68.21373"
"2130.00000,78.35768"
"2132.00000,65.43182"
"2134.00000,104.57333"
"2136.00000,100.72733"
"2138.00000,74.94009"
"2140.00000,152.15860"
"2142.00000,137.06586"
"2144.00000,138.99236"
"2146.00000,172.36630"
"2148.00000,149.16277"
"2150.00000,135.84482"
"2152.00000,151.15298"
"2154.00000,145.41464"
"2156.00000,119.38799"
"2158.00000,134.95660"
"2160.00000,138.22916"
"2162.00000,151.34619"
"2164.00000,178.28709"
"2166.00000,172.99693"
"2168.00000,125.21269"
"2170.00000,109.39841"
"2172.00000,143.43405"
"2174.00000,183.28864"
"2176.00000,191.91814"
"2178.00000,181.98450"
"2180.00000,177.13406"
"2182.00000,174.17897"
"2184.00000,172.44431"
"2186.00000,213.50723"
"2188.00000,182.95546"
"2190.00000,148.56831"
"2192.00000,202.92575"
"2194.00000,203.54028"
"2196.00000,158.69052"
"2198.00000,134.68713"
"2200.00000,142.39076"
"2202.00000,145.54953"
"2204.00000,178.64717"
"2206.00000,215.47096"
"2208.00000,239.51901"
"2210.00000,247.93799"
"2212.00000,227.19037"
"2214.00000,283.00845"
"2216.00000,347.47290"
"2218.00000,344.80313"
"2220.00000,358.41153"
"2222.00000,402.84564"
"2224.00000,357.41684"
"2226.00000,266.99683"
"2228.00000,263.96603"
"2230.00000,224.12689"
"2232.00000,200.15561"
"2234.00000,203.02821"
"2236.00000,191.70755"
"2238.00000,171.31874"
"2240.00000,140.77510"
"2242.00000,107.06340"
"2244.00000,115.07793"
"2246.00000,171.65785"
"2248.00000,142.26602"
"2250.00000,139.39758"
"2252.00000,165.42465"
"2254.00000,120.56421"
"2256.00000,63.29146"
"2258.00000,123.23336"
"2260.00000,150.52905"
"2262.00000,87.27314"
"2264.00000,123.89947"
"2266.00000,170.54282"
"2268.00000,173.88687"
"2270.00000,216.06696"
"2272.00000,324.33224"
"2274.00000,301.68106"
"2276.00000,262.29913"
"2278.00000,256.93784"
"2280.00000,219.09053"
"2282.00000,138.88728"
"2284.00000,161.55669"
"2286.00000,163.54041"
"2288.00000,125.32326"
"2290.00000,179.03952"
"2292.00000,196.34578"
"2294.00000,145.12372"
"2296.00000,129.31879"
"2298.00000,191.97772"
"2300.00000,204.69142"
"2302.00000,202.57545"
"2304.00000,239.18378"
"2306.00000,282.50632"
"2308.00000,272.48276"
"2310.00000,276.92142"
"2312.00000,226.56042"
"2314.00000,163.94621"
"2316.00000,179.66638"
"2318.00000,172.22444"
"2320.00000,105.11449"
"2322.00000,78.72495"
"2324.00000,117.91210"
"2326.00000,110.80650"
"2328.00000,124.72289"
"2330.00000,93.29508"
"2332.00000,54.60542"
"2334.00000,102.81786"
"2336.00000,96.16302"
"2338.00000,91.87193"
"2340.00000,120.58645"
"2342.00000,127.72392"
"2344.00000,94.13744"
"2346.00000,150.87926"
"2348.00000,210.33838"
"2350.00000,176.67581"
"2352.00000,124.28357"
"2354.00000,154.70761"
"2356.00000,145.73958"
"2358.00000,99.86527"
"2360.00000,119.75750"
"2362.00000,164.51241"
"2364.00000,158.06551"
"2366.00000,147.56674"
"2368.00000,168.84381"
"2370.00000,161.29509"
"2372.00000,122.93719"
"2374.00000,108.99049"
"2376.00000,138.12038"
"2378.00000,166.72002"
"2380.00000,145.42084"
"2382.00000,89.43748"
"2384.00000,59.70125"
"2386.00000,98.18455"
"2388.00000,157.74319"
"2390.00000,108.80549"
"2392.00000,91.93729"
"2394.00000,137.09857"
"2396.00000,118.25483"
"2398.00000,135.54018"
"2400.00000,123.47488"
"2402.00000,96.89307"
"2404.00000,119.40923"
"2406.00000,140.82880"
"2408.00000,121.08596"
"2410.00000,135.32608"
"2412.00000,207.50850"
"2414.00000,220.02895"
"2416.00000,103.84163"
"2418.00000,159.81015"
"2420.00000,264.59421"
"2422.00000,149.20097"
"2424.00000,138.09959"
"2426.00000,216.31674"
"2428.00000,165.26688"
"2430.00000,30.72930"
"2432.00000,98.50153"
"2434.00000,106.55576"
"2436.00000,91.11019"
"2438.00000,101.75181"
"2440.00000,69.34644"
"2442.00000,45.65549"
"2444.00000,65.26450"
"2446.00000,81.74485"
"2448.00000,73.33209"
"2450.00000,98.53017"
"2452.00000,97.57037"
"2454.00000,73.70817"
"2456.00000,49.99395"
"2458.00000,43.95695"
"2460.00000,102.83422"
"2462.00000,78.12070"
"2464.00000,44.97546"
"2466.00000,106.29090"
"2468.00000,67.54546"
"2470.00000,69.71794"
"2472.00000,120.32601"
"2474.00000,110.44106"
"2476.00000,47.11611"
"2478.00000,127.66279"
"2480.00000,186.36404"
"2482.00000,124.66386"
"2484.00000,80.20786"
